Exch,ExchType,ScripCode,Name,Expiry,ScripType,StrikeRate,FullName,TickSize,LotSize,QtyLimit,Multiplier,SymbolRoot,BOCOAllowed,ISIN,ScripData,Series
N,D,115115,ONGC 28 OCT 2025 PE 240.00,2025-10-28,PE,240,ONGC 28 OCT 2025 PE 240.00,0.05,2250,90000,1,ONGC,N,INE213A01029,ONGC 28 OCT 2025 PE 240.00_20251028_PE_240,XX
N,D,64829,ASIANPAINT 28 OCT 2025 PE 2320.00,2025-10-28,PE,2320,ASIANPAINT 28 OCT 2025 PE 2320.00,0.05,250,10000,1,ASIANPAINT,N,INE021A01026,ASIANPAINT 28 OCT 2025 PE 2320.00_20251028_PE_2320,XX
N,D,64831,ASIANPAINT 28 OCT 2025 PE 2360.00,2025-10-28,PE,2360,ASIANPAINT 28 OCT 2025 PE 2360.00,0.05,250,10000,1,ASIANPAINT,N,INE021A01026,ASIANPAINT 28 OCT 2025 PE 2360.00_20251028_PE_2360,XX
N,D,64838,ASIANPAINT 28 OCT 2025 CE 2520.00,2025-10-28,CE,2520,ASIANPAINT 28 OCT 2025 CE 2520.00,0.05,250,10000,1,ASIANPAINT,N,INE021A01026,ASIANPAINT 28 OCT 2025 CE 2520.00_20251028_CE_2520,XX
N,D,64840,ASIANPAINT 28 OCT 2025 CE 2560.00,2025-10-28,CE,2560,ASIANPAINT 28 OCT 2025 CE 2560.00,0.05,250,10000,1,ASIANPAINT,N,INE021A01026,ASIANPAINT 28 OCT 2025 CE 2560.00_20251028_CE_2560,XX
N,D,64863,ASIANPAINT 28 OCT 2025 CE 2920.00,2025-10-28,CE,2920,ASIANPAINT 28 OCT 2025 CE 2920.00,0.05,250,10000,1,ASIANPAINT,N,INE021A01026,ASIANPAINT 28 OCT 2025 CE 2920.00_20251028_CE_2920,XX
N,D,64865,ASIANPAINT 28 OCT 2025 CE 2960.00,2025-10-28,CE,2960,ASIANPAINT 28 OCT 2025 CE 2960.00,0.05,250,10000,1,ASIANPAINT,N,INE021A01026,ASIANPAINT 28 OCT 2025 CE 2960.00_20251028_CE_2960,XX
N,D,64870,ASIANPAINT 28 OCT 2025 PE 3040.00,2025-10-28,PE,3040,ASIANPAINT 28 OCT 2025 PE 3040.00,0.05,250,10000,1,ASIANPAINT,N,INE021A01026,ASIANPAINT 28 OCT 2025 PE 3040.00_20251028_PE_3040,XX
N,D,65070,ASTRAL 28 OCT 2025 CE 880.00,2025-10-28,CE,880,ASTRAL 28 OCT 2025 CE 880.00,0.05,425,17000,1,ASTRAL,N,INE006I01046,ASTRAL 28 OCT 2025 CE 880.00_20251028_CE_880,XX
N,D,65072,ASTRAL 28 OCT 2025 CE 920.00,2025-10-28,CE,920,ASTRAL 28 OCT 2025 CE 920.00,0.05,425,17000,1,ASTRAL,N,INE006I01046,ASTRAL 28 OCT 2025 CE 920.00_20251028_CE_920,XX
N,D,65074,ASTRAL 28 OCT 2025 CE 960.00,2025-10-28,CE,960,ASTRAL 28 OCT 2025 CE 960.00,0.05,425,17000,1,ASTRAL,N,INE006I01046,ASTRAL 28 OCT 2025 CE 960.00_20251028_CE_960,XX
N,D,62910,NIFTY 31 MAR 2026 CE 17000.00,2026-03-31,CE,17000,NIFTY 31 MAR 2026 CE 17000.00,0.05,75,1800,1,NIFTY,N,NIFTY,NIFTY 31 MAR 2026 CE 17000.00_20260331_CE_17000,XX
N,D,62913,NIFTY 31 MAR 2026 PE 18000.00,2026-03-31,PE,18000,NIFTY 31 MAR 2026 PE 18000.00,0.05,75,1800,1,NIFTY,N,NIFTY,NIFTY 31 MAR 2026 PE 18000.00_20260331_PE_18000,XX
N,D,62914,NIFTY 31 MAR 2026 CE 19000.00,2026-03-31,CE,19000,NIFTY 31 MAR 2026 CE 19000.00,0.05,75,1800,1,NIFTY,N,NIFTY,NIFTY 31 MAR 2026 CE 19000.00_20260331_CE_19000,XX
N,D,62927,NIFTY 31 MAR 2026 PE 25000.00,2026-03-31,PE,25000,NIFTY 31 MAR 2026 PE 25000.00,0.05,75,1800,1,NIFTY,N,NIFTY,NIFTY 31 MAR 2026 PE 25000.00_20260331_PE_25000,XX
N,D,62928,NIFTY 31 MAR 2026 CE 26000.00,2026-03-31,CE,26000,NIFTY 31 MAR 2026 CE 26000.00,0.05,75,1800,1,NIFTY,N,NIFTY,NIFTY 31 MAR 2026 CE 26000.00_20260331_CE_26000,XX
N,D,65097,ASTRAL 28 OCT 2025 PE 1360.00,2025-10-28,PE,1360,ASTRAL 28 OCT 2025 PE 1360.00,0.05,425,17000,1,ASTRAL,N,INE006I01046,ASTRAL 28 OCT 2025 PE 1360.00_20251028_PE_1360,XX
N,D,65104,ASTRAL 28 OCT 2025 CE 1480.00,2025-10-28,CE,1480,ASTRAL 28 OCT 2025 CE 1480.00,0.05,425,17000,1,ASTRAL,N,INE006I01046,ASTRAL 28 OCT 2025 CE 1480.00_20251028_CE_1480,XX
N,D,62949,BANKBARODA 28 OCT 2025 CE 272.50,2025-10-28,CE,272.5,BANKBARODA 28 OCT 2025 CE 272.50,0.05,2925,87750,1,BANKBARODA,N,INE028A01039,BANKBARODA 28 OCT 2025 CE 272.50_20251028_CE_272.5,XX
N,D,65106,ASTRAL 28 OCT 2025 CE 1520.00,2025-10-28,CE,1520,ASTRAL 28 OCT 2025 CE 1520.00,0.05,425,17000,1,ASTRAL,N,INE006I01046,ASTRAL 28 OCT 2025 CE 1520.00_20251028_CE_1520,XX
N,D,62960,BANKBARODA 28 OCT 2025 PE 282.50,2025-10-28,PE,282.5,BANKBARODA 28 OCT 2025 PE 282.50,0.05,2925,87750,1,BANKBARODA,N,INE028A01039,BANKBARODA 28 OCT 2025 PE 282.50_20251028_PE_282.5,XX
N,D,62967,BANKBARODA 28 OCT 2025 CE 292.50,2025-10-28,CE,292.5,BANKBARODA 28 OCT 2025 CE 292.50,0.05,2925,87750,1,BANKBARODA,N,INE028A01039,BANKBARODA 28 OCT 2025 CE 292.50_20251028_CE_292.5,XX
N,D,120324,RBLBANK 28 OCT 2025 CE 190.00,2025-10-28,CE,190,RBLBANK 28 OCT 2025 CE 190.00,0.05,3175,95250,1,RBLBANK,N,INE976G01028,RBLBANK 28 OCT 2025 CE 190.00_20251028_CE_190,XX
N,D,121419,RVNL 28 OCT 2025 CE 400.00,2025-10-28,CE,400,RVNL 28 OCT 2025 CE 400.00,0.05,1375,68750,1,RVNL,N,INE415G01027,RVNL 28 OCT 2025 CE 400.00_20251028_CE_400,XX
N,D,121426,RVNL 28 OCT 2025 PE 460.00,2025-10-28,PE,460,RVNL 28 OCT 2025 PE 460.00,0.05,1375,68750,1,RVNL,N,INE415G01027,RVNL 28 OCT 2025 PE 460.00_20251028_PE_460,XX
N,D,121428,RVNL 28 OCT 2025 PE 480.00,2025-10-28,PE,480,RVNL 28 OCT 2025 PE 480.00,0.05,1375,68750,1,RVNL,N,INE415G01027,RVNL 28 OCT 2025 PE 480.00_20251028_PE_480,XX
N,D,62974,BANKBARODA 28 OCT 2025 PE 292.50,2025-10-28,PE,292.5,BANKBARODA 28 OCT 2025 PE 292.50,0.05,2925,87750,1,BANKBARODA,N,INE028A01039,BANKBARODA 28 OCT 2025 PE 292.50_20251028_PE_292.5,XX
N,D,135827,MFSL 30 DEC 2025 CE 2240.00,2025-12-30,CE,2240,MFSL 30 DEC 2025 CE 2240.00,0.05,800,16000,1,MFSL,N,INE180A01020,MFSL 30 DEC 2025 CE 2240.00_20251230_CE_2240,XX
N,D,135828,MFSL 30 DEC 2025 PE 2240.00,2025-12-30,PE,2240,MFSL 30 DEC 2025 PE 2240.00,0.05,800,16000,1,MFSL,N,INE180A01020,MFSL 30 DEC 2025 PE 2240.00_20251230_PE_2240,XX
N,D,135845,MOTHERSON 28 OCT 2025 CE 74.00,2025-10-28,CE,74,MOTHERSON 28 OCT 2025 CE 74.00,0.05,6150,246000,1,MOTHERSON,N,INE775A01035,MOTHERSON 28 OCT 2025 CE 74.00_20251028_CE_74,XX
N,D,135846,MOTHERSON 28 OCT 2025 PE 74.00,2025-10-28,PE,74,MOTHERSON 28 OCT 2025 PE 74.00,0.05,6150,246000,1,MOTHERSON,N,INE775A01035,MOTHERSON 28 OCT 2025 PE 74.00_20251028_PE_74,XX
N,D,135860,MOTHERSON 28 OCT 2025 PE 83.00,2025-10-28,PE,83,MOTHERSON 28 OCT 2025 PE 83.00,0.05,6150,246000,1,MOTHERSON,N,INE775A01035,MOTHERSON 28 OCT 2025 PE 83.00_20251028_PE_83,XX
N,D,135863,MOTHERSON 28 OCT 2025 CE 86.00,2025-10-28,CE,86,MOTHERSON 28 OCT 2025 CE 86.00,0.05,6150,246000,1,MOTHERSON,N,INE775A01035,MOTHERSON 28 OCT 2025 CE 86.00_20251028_CE_86,XX
N,D,135877,MOTHERSON 28 OCT 2025 CE 94.00,2025-10-28,CE,94,MOTHERSON 28 OCT 2025 CE 94.00,0.05,6150,246000,1,MOTHERSON,N,INE775A01035,MOTHERSON 28 OCT 2025 CE 94.00_20251028_CE_94,XX
N,D,135878,MOTHERSON 28 OCT 2025 PE 94.00,2025-10-28,PE,94,MOTHERSON 28 OCT 2025 PE 94.00,0.05,6150,246000,1,MOTHERSON,N,INE775A01035,MOTHERSON 28 OCT 2025 PE 94.00_20251028_PE_94,XX
N,D,135895,MOTHERSON 28 OCT 2025 CE 106.00,2025-10-28,CE,106,MOTHERSON 28 OCT 2025 CE 106.00,0.05,6150,246000,1,MOTHERSON,N,INE775A01035,MOTHERSON 28 OCT 2025 CE 106.00_20251028_CE_106,XX
N,D,135896,MOTHERSON 28 OCT 2025 PE 106.00,2025-10-28,PE,106,MOTHERSON 28 OCT 2025 PE 106.00,0.05,6150,246000,1,MOTHERSON,N,INE775A01035,MOTHERSON 28 OCT 2025 PE 106.00_20251028_PE_106,XX
N,D,135910,MOTHERSON 28 OCT 2025 PE 114.00,2025-10-28,PE,114,MOTHERSON 28 OCT 2025 PE 114.00,0.05,6150,246000,1,MOTHERSON,N,INE775A01035,MOTHERSON 28 OCT 2025 PE 114.00_20251028_PE_114,XX
N,D,121526,SAIL 28 OCT 2025 CE 80.00,2025-10-28,CE,80,SAIL 28 OCT 2025 CE 80.00,0.05,4700,188000,1,SAIL,N,INE114A01011,SAIL 28 OCT 2025 CE 80.00_20251028_CE_80,XX
N,D,121551,SAIL 28 OCT 2025 CE 135.00,2025-10-28,CE,135,SAIL 28 OCT 2025 CE 135.00,0.05,4700,188000,1,SAIL,N,INE114A01011,SAIL 28 OCT 2025 CE 135.00_20251028_CE_135,XX
N,D,135913,MOTHERSON 28 OCT 2025 CE 117.00,2025-10-28,CE,117,MOTHERSON 28 OCT 2025 CE 117.00,0.05,6150,246000,1,MOTHERSON,N,INE775A01035,MOTHERSON 28 OCT 2025 CE 117.00_20251028_CE_117,XX
N,D,121553,SAIL 28 OCT 2025 PE 135.00,2025-10-28,PE,135,SAIL 28 OCT 2025 PE 135.00,0.05,4700,188000,1,SAIL,N,INE114A01011,SAIL 28 OCT 2025 PE 135.00_20251028_PE_135,XX
N,D,121560,SAIL 28 OCT 2025 PE 150.00,2025-10-28,PE,150,SAIL 28 OCT 2025 PE 150.00,0.05,4700,188000,1,SAIL,N,INE114A01011,SAIL 28 OCT 2025 PE 150.00_20251028_PE_150,XX
N,D,121562,SAIL 28 OCT 2025 PE 155.00,2025-10-28,PE,155,SAIL 28 OCT 2025 PE 155.00,0.05,4700,188000,1,SAIL,N,INE114A01011,SAIL 28 OCT 2025 PE 155.00_20251028_PE_155,XX
N,D,121585,SAIL 28 OCT 2025 PE 170.00,2025-10-28,PE,170,SAIL 28 OCT 2025 PE 170.00,0.05,4700,188000,1,SAIL,N,INE114A01011,SAIL 28 OCT 2025 PE 170.00_20251028_PE_170,XX
N,D,121587,SAIL 28 OCT 2025 PE 180.00,2025-10-28,PE,180,SAIL 28 OCT 2025 PE 180.00,0.05,4700,188000,1,SAIL,N,INE114A01011,SAIL 28 OCT 2025 PE 180.00_20251028_PE_180,XX
N,D,122262,SBILIFE 28 OCT 2025 PE 1200.00,2025-10-28,PE,1200,SBILIFE 28 OCT 2025 PE 1200.00,0.05,375,15000,1,SBILIFE,N,INE123W01016,SBILIFE 28 OCT 2025 PE 1200.00_20251028_PE_1200,XX
N,D,103223,KOTAKBANK 28 OCT 2025 CE 2160.00,2025-10-28,CE,2160,KOTAKBANK 28 OCT 2025 CE 2160.00,0.05,400,12000,1,KOTAKBANK,N,INE237A01028,KOTAKBANK 28 OCT 2025 CE 2160.00_20251028_CE_2160,XX
N,D,135914,MOTHERSON 28 OCT 2025 PE 117.00,2025-10-28,PE,117,MOTHERSON 28 OCT 2025 PE 117.00,0.05,6150,246000,1,MOTHERSON,N,INE775A01035,MOTHERSON 28 OCT 2025 PE 117.00_20251028_PE_117,XX
N,D,135927,MOTHERSON 28 OCT 2025 CE 126.00,2025-10-28,CE,126,MOTHERSON 28 OCT 2025 CE 126.00,0.05,6150,246000,1,MOTHERSON,N,INE775A01035,MOTHERSON 28 OCT 2025 CE 126.00_20251028_CE_126,XX
N,D,135928,MOTHERSON 28 OCT 2025 PE 126.00,2025-10-28,PE,126,MOTHERSON 28 OCT 2025 PE 126.00,0.05,6150,246000,1,MOTHERSON,N,INE775A01035,MOTHERSON 28 OCT 2025 PE 126.00_20251028_PE_126,XX
N,D,135945,MOTHERSON 28 OCT 2025 CE 137.00,2025-10-28,CE,137,MOTHERSON 28 OCT 2025 CE 137.00,0.05,6150,246000,1,MOTHERSON,N,INE775A01035,MOTHERSON 28 OCT 2025 CE 137.00_20251028_CE_137,XX
N,D,135946,MOTHERSON 28 OCT 2025 PE 137.00,2025-10-28,PE,137,MOTHERSON 28 OCT 2025 PE 137.00,0.05,6150,246000,1,MOTHERSON,N,INE775A01035,MOTHERSON 28 OCT 2025 PE 137.00_20251028_PE_137,XX
N,D,103224,KOTAKBANK 28 OCT 2025 PE 2160.00,2025-10-28,PE,2160,KOTAKBANK 28 OCT 2025 PE 2160.00,0.05,400,12000,1,KOTAKBANK,N,INE237A01028,KOTAKBANK 28 OCT 2025 PE 2160.00_20251028_PE_2160,XX
N,D,135963,MOTHERSON 25 NOV 2025 CE 58.00,2025-11-25,CE,58,MOTHERSON 25 NOV 2025 CE 58.00,0.05,6150,246000,1,MOTHERSON,N,INE775A01035,MOTHERSON 25 NOV 2025 CE 58.00_20251125_CE_58,XX
N,D,135964,MOTHERSON 25 NOV 2025 PE 58.00,2025-11-25,PE,58,MOTHERSON 25 NOV 2025 PE 58.00,0.05,6150,246000,1,MOTHERSON,N,INE775A01035,MOTHERSON 25 NOV 2025 PE 58.00_20251125_PE_58,XX
N,D,135977,MOTHERSON 25 NOV 2025 CE 74.00,2025-11-25,CE,74,MOTHERSON 25 NOV 2025 CE 74.00,0.05,6150,246000,1,MOTHERSON,N,INE775A01035,MOTHERSON 25 NOV 2025 CE 74.00_20251125_CE_74,XX
N,D,135978,MOTHERSON 25 NOV 2025 PE 74.00,2025-11-25,PE,74,MOTHERSON 25 NOV 2025 PE 74.00,0.05,6150,246000,1,MOTHERSON,N,INE775A01035,MOTHERSON 25 NOV 2025 PE 74.00_20251125_PE_74,XX
N,D,136331,MUTHOOTFIN 25 NOV 2025 CE 3450.00,2025-11-25,CE,3450,MUTHOOTFIN 25 NOV 2025 CE 3450.00,0.05,275,8250,1,MUTHOOTFIN,N,INE414G01012,MUTHOOTFIN 25 NOV 2025 CE 3450.00_20251125_CE_3450,XX
N,D,136345,MUTHOOTFIN 25 NOV 2025 CE 4300.00,2025-11-25,CE,4300,MUTHOOTFIN 25 NOV 2025 CE 4300.00,0.05,275,8250,1,MUTHOOTFIN,N,INE414G01012,MUTHOOTFIN 25 NOV 2025 CE 4300.00_20251125_CE_4300,XX
N,D,136346,MUTHOOTFIN 25 NOV 2025 PE 4300.00,2025-11-25,PE,4300,MUTHOOTFIN 25 NOV 2025 PE 4300.00,0.05,275,8250,1,MUTHOOTFIN,N,INE414G01012,MUTHOOTFIN 25 NOV 2025 PE 4300.00_20251125_PE_4300,XX
N,D,136363,MUTHOOTFIN 30 DEC 2025 CE 2800.00,2025-12-30,CE,2800,MUTHOOTFIN 30 DEC 2025 CE 2800.00,0.05,275,8250,1,MUTHOOTFIN,N,INE414G01012,MUTHOOTFIN 30 DEC 2025 CE 2800.00_20251230_CE_2800,XX
N,D,103255,KOTAKBANK 28 OCT 2025 CE 2400.00,2025-10-28,CE,2400,KOTAKBANK 28 OCT 2025 CE 2400.00,0.05,400,12000,1,KOTAKBANK,N,INE237A01028,KOTAKBANK 28 OCT 2025 CE 2400.00_20251028_CE_2400,XX
N,D,103256,KOTAKBANK 28 OCT 2025 PE 2400.00,2025-10-28,PE,2400,KOTAKBANK 28 OCT 2025 PE 2400.00,0.05,400,12000,1,KOTAKBANK,N,INE237A01028,KOTAKBANK 28 OCT 2025 PE 2400.00_20251028_PE_2400,XX
N,D,103273,KOTAKBANK 28 OCT 2025 PE 2640.00,2025-10-28,PE,2640,KOTAKBANK 28 OCT 2025 PE 2640.00,0.05,400,12000,1,KOTAKBANK,N,INE237A01028,KOTAKBANK 28 OCT 2025 PE 2640.00_20251028_PE_2640,XX
N,D,103306,KOTAKBANK 28 OCT 2025 PE 2720.00,2025-10-28,PE,2720,KOTAKBANK 28 OCT 2025 PE 2720.00,0.05,400,12000,1,KOTAKBANK,N,INE237A01028,KOTAKBANK 28 OCT 2025 PE 2720.00_20251028_PE_2720,XX
N,D,70765,ALKEM 25 NOV 2025 PE 5750.00,2025-11-25,PE,5750,ALKEM 25 NOV 2025 PE 5750.00,0.05,125,5000,1,ALKEM,N,INE540L01014,ALKEM 25 NOV 2025 PE 5750.00_20251125_PE_5750,XX
N,D,67670,360ONE 25 NOV 2025 CE 1140.00,2025-11-25,CE,1140,360ONE 25 NOV 2025 CE 1140.00,0.05,500,20000,1,360ONE,N,INE466L01038,360ONE 25 NOV 2025 CE 1140.00_20251125_CE_1140,XX
N,D,67681,360ONE 25 NOV 2025 PE 1300.00,2025-11-25,PE,1300,360ONE 25 NOV 2025 PE 1300.00,0.05,500,20000,1,360ONE,N,INE466L01038,360ONE 25 NOV 2025 PE 1300.00_20251125_PE_1300,XX
N,D,67688,360ONE 30 DEC 2025 CE 720.00,2025-12-30,CE,720,360ONE 30 DEC 2025 CE 720.00,0.05,500,20000,1,360ONE,N,INE466L01038,360ONE 30 DEC 2025 CE 720.00_20251230_CE_720,XX
N,D,67695,360ONE 30 DEC 2025 CE 760.00,2025-12-30,CE,760,360ONE 30 DEC 2025 CE 760.00,0.05,500,20000,1,360ONE,N,INE466L01038,360ONE 30 DEC 2025 CE 760.00_20251230_CE_760,XX
N,D,67706,360ONE 30 DEC 2025 PE 960.00,2025-12-30,PE,960,360ONE 30 DEC 2025 PE 960.00,0.05,500,20000,1,360ONE,N,INE466L01038,360ONE 30 DEC 2025 PE 960.00_20251230_PE_960,XX
N,D,67713,360ONE 30 DEC 2025 CE 1120.00,2025-12-30,CE,1120,360ONE 30 DEC 2025 CE 1120.00,0.05,500,20000,1,360ONE,N,INE466L01038,360ONE 30 DEC 2025 CE 1120.00_20251230_CE_1120,XX
N,D,67720,360ONE 30 DEC 2025 PE 1240.00,2025-12-30,PE,1240,360ONE 30 DEC 2025 PE 1240.00,0.05,500,20000,1,360ONE,N,INE466L01038,360ONE 30 DEC 2025 PE 1240.00_20251230_PE_1240,XX
N,D,67731,360ONE 30 DEC 2025 CE 1520.00,2025-12-30,CE,1520,360ONE 30 DEC 2025 CE 1520.00,0.05,500,20000,1,360ONE,N,INE466L01038,360ONE 30 DEC 2025 CE 1520.00_20251230_CE_1520,XX
N,D,67738,ABB 28 OCT 2025 PE 3550.00,2025-10-28,PE,3550,ABB 28 OCT 2025 PE 3550.00,0.05,125,5000,1,ABB,N,INE117A01022,ABB 28 OCT 2025 PE 3550.00_20251028_PE_3550,XX
N,D,67745,ABB 28 OCT 2025 CE 3950.00,2025-10-28,CE,3950,ABB 28 OCT 2025 CE 3950.00,0.05,125,5000,1,ABB,N,INE117A01022,ABB 28 OCT 2025 CE 3950.00_20251028_CE_3950,XX
N,D,67845,ABB 28 OCT 2025 CE 4850.00,2025-10-28,CE,4850,ABB 28 OCT 2025 CE 4850.00,0.05,125,5000,1,ABB,N,INE117A01022,ABB 28 OCT 2025 CE 4850.00_20251028_CE_4850,XX
N,D,67895,ABB 28 OCT 2025 CE 5650.00,2025-10-28,CE,5650,ABB 28 OCT 2025 CE 5650.00,0.05,125,5000,1,ABB,N,INE117A01022,ABB 28 OCT 2025 CE 5650.00_20251028_CE_5650,XX
N,D,67906,ABB 28 OCT 2025 PE 6150.00,2025-10-28,PE,6150,ABB 28 OCT 2025 PE 6150.00,0.05,125,5000,1,ABB,N,INE117A01022,ABB 28 OCT 2025 PE 6150.00_20251028_PE_6150,XX
N,D,68031,ABB 25 NOV 2025 CE 3500.00,2025-11-25,CE,3500,ABB 25 NOV 2025 CE 3500.00,0.05,125,5000,1,ABB,N,INE117A01022,ABB 25 NOV 2025 CE 3500.00_20251125_CE_3500,XX
N,D,68038,ABB 25 NOV 2025 PE 3700.00,2025-11-25,PE,3700,ABB 25 NOV 2025 PE 3700.00,0.05,125,5000,1,ABB,N,INE117A01022,ABB 25 NOV 2025 PE 3700.00_20251125_PE_3700,XX
N,D,68045,ABB 25 NOV 2025 CE 3950.00,2025-11-25,CE,3950,ABB 25 NOV 2025 CE 3950.00,0.05,125,5000,1,ABB,N,INE117A01022,ABB 25 NOV 2025 CE 3950.00_20251125_CE_3950,XX
N,D,66602,NIFTYNXT50 30 DEC 2025 PE 62600.00,2025-12-30,PE,62600,NIFTYNXT50 30 DEC 2025 PE 62600.00,0.05,25,600,1,NIFTYNXT50,N,NIFTYNXT50,NIFTYNXT50 30 DEC 2025 PE 62600.00_20251230_PE_62600,XX
N,D,66634,NIFTYNXT50 30 DEC 2025 CE 62900.00,2025-12-30,CE,62900,NIFTYNXT50 30 DEC 2025 CE 62900.00,0.05,25,600,1,NIFTYNXT50,N,NIFTYNXT50,NIFTYNXT50 30 DEC 2025 CE 62900.00_20251230_CE_62900,XX
N,D,66641,NIFTYNXT50 30 DEC 2025 PE 63200.00,2025-12-30,PE,63200,NIFTYNXT50 30 DEC 2025 PE 63200.00,0.05,25,600,1,NIFTYNXT50,N,NIFTYNXT50,NIFTYNXT50 30 DEC 2025 PE 63200.00_20251230_PE_63200,XX
N,D,66645,NIFTYNXT50 30 DEC 2025 PE 63400.00,2025-12-30,PE,63400,NIFTYNXT50 30 DEC 2025 PE 63400.00,0.05,25,600,1,NIFTYNXT50,N,NIFTYNXT50,NIFTYNXT50 30 DEC 2025 PE 63400.00_20251230_PE_63400,XX
N,D,66652,NIFTYNXT50 30 DEC 2025 CE 63800.00,2025-12-30,CE,63800,NIFTYNXT50 30 DEC 2025 CE 63800.00,0.05,25,600,1,NIFTYNXT50,N,NIFTYNXT50,NIFTYNXT50 30 DEC 2025 CE 63800.00_20251230_CE_63800,XX
N,D,104559,LICI 28 OCT 2025 PE 520.00,2025-10-28,PE,520,LICI 28 OCT 2025 PE 520.00,0.05,700,28000,1,LICI,N,INE0J1Y01017,LICI 28 OCT 2025 PE 520.00_20251028_PE_520,XX
N,D,104560,LICI 28 OCT 2025 CE 560.00,2025-10-28,CE,560,LICI 28 OCT 2025 CE 560.00,0.05,700,28000,1,LICI,N,INE0J1Y01017,LICI 28 OCT 2025 CE 560.00_20251028_CE_560,XX
N,D,104577,LICI 28 OCT 2025 PE 740.00,2025-10-28,PE,740,LICI 28 OCT 2025 PE 740.00,0.05,700,28000,1,LICI,N,INE0J1Y01017,LICI 28 OCT 2025 PE 740.00_20251028_PE_740,XX
N,D,104578,LICI 28 OCT 2025 CE 760.00,2025-10-28,CE,760,LICI 28 OCT 2025 CE 760.00,0.05,700,28000,1,LICI,N,INE0J1Y01017,LICI 28 OCT 2025 CE 760.00_20251028_CE_760,XX
N,D,104591,LICI 28 OCT 2025 PE 860.00,2025-10-28,PE,860,LICI 28 OCT 2025 PE 860.00,0.05,700,28000,1,LICI,N,INE0J1Y01017,LICI 28 OCT 2025 PE 860.00_20251028_PE_860,XX
N,D,104592,LICI 28 OCT 2025 CE 880.00,2025-10-28,CE,880,LICI 28 OCT 2025 CE 880.00,0.05,700,28000,1,LICI,N,INE0J1Y01017,LICI 28 OCT 2025 CE 880.00_20251028_CE_880,XX
N,D,130195,TIINDIA 28 OCT 2025 CE 2400.00,2025-10-28,CE,2400,TIINDIA 28 OCT 2025 CE 2400.00,0.05,200,8000,1,TIINDIA,N,INE974X01010,TIINDIA 28 OCT 2025 CE 2400.00_20251028_CE_2400,XX
N,D,66659,NIFTYNXT50 30 DEC 2025 PE 64100.00,2025-12-30,PE,64100,NIFTYNXT50 30 DEC 2025 PE 64100.00,0.05,25,600,1,NIFTYNXT50,N,NIFTYNXT50,NIFTYNXT50 30 DEC 2025 PE 64100.00_20251230_PE_64100,XX
N,D,112147,NESTLEIND 28 OCT 2025 CE 1560.00,2025-10-28,CE,1560,NESTLEIND 28 OCT 2025 CE 1560.00,0.05,500,20000,1,NESTLEIND,N,INE239A01024,NESTLEIND 28 OCT 2025 CE 1560.00_20251028_CE_1560,XX
N,D,112148,NESTLEIND 28 OCT 2025 PE 1560.00,2025-10-28,PE,1560,NESTLEIND 28 OCT 2025 PE 1560.00,0.05,500,20000,1,NESTLEIND,N,INE239A01024,NESTLEIND 28 OCT 2025 PE 1560.00_20251028_PE_1560,XX
N,D,114251,NYKAA 28 OCT 2025 PE 155.00,2025-10-28,PE,155,NYKAA 28 OCT 2025 PE 155.00,0.05,3125,93750,1,NYKAA,N,INE388Y01029,NYKAA 28 OCT 2025 PE 155.00_20251028_PE_155,XX
N,D,114252,NYKAA 28 OCT 2025 CE 160.00,2025-10-28,CE,160,NYKAA 28 OCT 2025 CE 160.00,0.05,3125,93750,1,NYKAA,N,INE388Y01029,NYKAA 28 OCT 2025 CE 160.00_20251028_CE_160,XX
N,D,114287,NYKAA 28 OCT 2025 CE 205.00,2025-10-28,CE,205,NYKAA 28 OCT 2025 CE 205.00,0.05,3125,93750,1,NYKAA,N,INE388Y01029,NYKAA 28 OCT 2025 CE 205.00_20251028_CE_205,XX
N,D,114288,NYKAA 28 OCT 2025 PE 205.00,2025-10-28,PE,205,NYKAA 28 OCT 2025 PE 205.00,0.05,3125,93750,1,NYKAA,N,INE388Y01029,NYKAA 28 OCT 2025 PE 205.00_20251028_PE_205,XX
N,D,66670,NIFTYNXT50 30 DEC 2025 CE 64600.00,2025-12-30,CE,64600,NIFTYNXT50 30 DEC 2025 CE 64600.00,0.05,25,600,1,NIFTYNXT50,N,NIFTYNXT50,NIFTYNXT50 30 DEC 2025 CE 64600.00_20251230_CE_64600,XX
N,D,66677,NIFTYNXT50 30 DEC 2025 PE 64800.00,2025-12-30,PE,64800,NIFTYNXT50 30 DEC 2025 PE 64800.00,0.05,25,600,1,NIFTYNXT50,N,NIFTYNXT50,NIFTYNXT50 30 DEC 2025 PE 64800.00_20251230_PE_64800,XX
N,D,66684,NIFTYNXT50 30 DEC 2025 CE 65000.00,2025-12-30,CE,65000,NIFTYNXT50 30 DEC 2025 CE 65000.00,0.05,25,600,1,NIFTYNXT50,N,NIFTYNXT50,NIFTYNXT50 30 DEC 2025 CE 65000.00_20251230_CE_65000,XX
N,D,66695,NIFTYNXT50 30 DEC 2025 PE 65200.00,2025-12-30,PE,65200,NIFTYNXT50 30 DEC 2025 PE 65200.00,0.05,25,600,1,NIFTYNXT50,N,NIFTYNXT50,NIFTYNXT50 30 DEC 2025 PE 65200.00_20251230_PE_65200,XX
